2.488,0.907,0.963
4.215,0.980,1.398
2.687,1.263,0.536
9.364,1.400,1.521
14.587,1.846,1.362
6.388,1.942,0.539
12.201,1.459,1.824
3.197,0.982,1.056
5.354,1.060,1.517
7.102,1.632,0.848
7.445,1.348,1.305
4.843,0.936,1.760
11.707,1.519,1.614
5.025,0.903,1.962
12.282,1.851,1.141
7.812,1.640,0.924
5.621,1.394,0.921
2.353,1.139,0.577
6.388,1.010,1.995
3.727,0.855,1.623
4.358,1.012,1.354
12.504,1.622,1.513
5.099,1.549,0.676
3.647,0.847,1.620
10.673,1.582,1.357
20.170,1.926,1.731
2.860,0.705,1.833
1.470,0.548,1.556
2.086,1.079,0.571
4.945,1.216,1.065
4.607,1.119,1.171
6.115,1.298,1.156
10.375,1.477,1.514
7.544,1.380,1.261
16.618,1.838,1.566
3.381,1.111,0.872
2.736,0.856,1.189
4.464,1.062,1.260
12.209,1.769,1.242
18.781,1.836,1.773
1.333,0.527,1.526
3.550,0.765,1.932
21.609,1.942,1.823
5.148,1.548,0.684
3.696,0.899,1.456
5.765,1.239,1.195
12.193,1.994,0.976
18.095,1.797,1.783
22.018,1.886,1.970
3.349,0.738,1.958
0.931,0.535,1.035
12.271,1.398,2.000
6.971,1.088,1.875
1.216,0.663,0.882
13.563,1.506,1.903
8.277,1.413,1.320
2.532,1.106,0.659
15.409,1.650,1.803
4.416,1.098,1.166
4.270,1.470,0.629
5.510,1.066,1.542
1.150,0.592,1.045
4.244,0.846,1.886
3.714,0.820,1.759
12.839,1.482,1.860
2.888,1.010,0.902
9.809,1.421,1.546
11.047,1.524,1.513
5.274,1.014,1.632
1.133,0.660,0.828
7.437,1.171,1.728
1.410,0.641,1.090
4.532,1.173,1.048
2.852,1.215,0.615
6.950,1.603,0.861
2.965,0.836,1.352
4.473,1.031,1.338
1.298,0.825,0.607
5.573,1.742,0.585
8.799,1.339,1.561
1.443,0.946,0.513
2.541,1.050,0.734
8.994,1.356,1.556
1.246,0.523,1.452
3.838,0.908,1.482
5.431,1.293,1.034
1.892,0.964,0.648
6.214,1.094,1.653
0.759,0.520,0.893
12.554,1.479,1.828
4.704,1.225,0.998
2.152,0.667,1.539
14.084,1.711,1.531
10.710,1.604,1.324
2.975,0.969,1.008
5.940,1.002,1.884
3.169,0.723,1.929
1.866,0.648,1.415
12.818,1.470,1.888
7.031,1.184,1.596
3.045,0.877,1.261
4.967,0.998,1.588
8.243,1.432,1.279
7.830,1.745,0.818
5.616,0.953,1.967
1.105,0.500,1.406
14.196,1.989,1.142
3.446,1.007,1.082
9.092,1.378,1.523
2.830,1.106,0.737
13.341,1.749,1.387
20.073,1.933,1.710
16.550,1.804,1.619
5.343,1.044,1.561
3.156,1.393,0.518
9.875,1.672,1.124
7.265,1.545,0.969
4.741,0.967,1.615
7.825,1.685,0.877
3.584,0.805,1.760
0.448,0.532,0.504
0.579,0.591,0.528
6.165,1.437,0.950
14.379,1.922,1.239
4.810,1.403,0.777
6.234,1.939,0.528
5.837,1.324,1.059
12.085,1.587,1.527
7.499,1.840,0.705
12.384,1.411,1.979
6.919,1.332,1.241
14.568,1.639,1.726
9.565,1.568,1.239
3.513,0.980,1.164
16.203,1.786,1.617
2.748,0.728,1.650
2.838,0.912,1.086
1.007,0.587,0.929
3.501,1.156,0.834
1.769,0.626,1.436
13.850,1.579,1.769
2.445,1.074,0.675
3.003,1.111,0.774
4.013,1.274,0.787
4.945,1.273,0.971
3.523,0.832,1.622
14.255,1.993,1.143
2.380,1.034,0.709
3.772,1.159,0.893
2.769,1.111,0.715
16.615,1.983,1.345
6.667,1.451,1.009
1.930,0.687,1.301
6.557,1.673,0.745
4.551,1.313,0.841
19.447,1.901,1.712
8.122,1.290,1.552
5.749,1.242,1.187
7.228,1.134,1.791
7.762,1.182,1.767
5.296,1.024,1.607
5.410,1.312,1.000
13.348,1.751,1.386
5.523,1.043,1.617
1.786,0.627,1.444
12.918,1.946,1.086
6.809,1.080,1.859
1.306,0.762,0.716
4.314,1.628,0.518
6.015,0.991,1.949
1.752,0.549,1.854
10.536,1.600,1.309
2.456,0.966,0.838
5.157,1.759,0.531
9.351,1.352,1.628
5.538,1.336,0.987
2.718,0.675,1.896
3.304,1.121,0.838
2.926,0.746,1.676
6.376,1.305,1.192
6.875,1.066,1.927
8.010,1.535,1.081
4.853,1.204,1.065
7.555,1.647,0.886
3.713,0.924,1.384
1.109,0.716,0.689
1.049,0.536,1.164
1.243,0.738,0.726
10.672,1.893,0.948
3.902,1.395,0.639
15.245,1.735,1.611
4.779,1.635,0.569
3.032,1.333,0.543
3.319,1.273,0.652
6.980,1.484,1.009
8.417,1.435,1.301
3.699,0.792,1.877
3.558,0.815,1.705
9.691,1.261,1.940
10.399,1.773,1.053
6.885,1.062,1.945
14.423,1.996,1.152
8.433,1.769,0.857
13.726,1.615,1.674
6.388,1.090,1.711
0.875,0.716,0.543
2.666,0.823,1.254
7.827,1.338,1.392
12.687,1.521,1.746
6.258,1.475,0.915
8.744,1.358,1.509
18.813,1.786,1.877
2.514,0.914,0.959
0.883,0.549,0.932
2.739,1.263,0.547
6.327,1.149,1.527
11.073,1.791,1.099
4.343,0.960,1.501
0.720,0.554,0.747
2.005,0.844,0.896
8.793,1.428,1.373
3.331,1.043,0.974
2.807,0.709,1.779
3.471,1.039,1.023
4.848,1.083,1.317
11.519,1.945,0.969
0.679,0.654,0.505
6.193,1.962,0.512
13.415,1.640,1.588
18.410,1.907,1.612
15.368,1.608,1.892
8.613,1.728,0.918
15.277,1.705,1.672
8.140,1.169,1.896
1.122,0.703,0.722
6.565,1.745,0.686
8.156,1.909,0.713
13.855,1.591,1.741
13.128,1.465,1.948
3.629,0.781,1.893
4.112,1.187,0.929
1.855,0.978,0.617
9.619,1.417,1.526
4.439,1.066,1.243
4.524,0.934,1.649
3.122,0.906,1.210
1.276,0.509,1.568
2.290,0.747,1.307
9.424,1.882,0.847
22.246,1.921,1.919
1.189,0.520,1.400
12.299,1.557,1.616
13.895,1.979,1.130
10.379,1.745,1.084
2.203,0.596,1.975
9.575,1.238,1.988
0.979,0.737,0.574
2.014,1.097,0.533
22.201,1.988,1.788
11.169,1.818,1.076
1.506,0.716,0.935
12.862,1.542,1.723
2.351,0.919,0.887
4.532,0.992,1.465
5.437,1.189,1.224
3.972,1.049,1.148
14.001,1.495,1.993
4.912,1.442,0.752
2.721,0.958,0.943
3.744,0.848,1.658
4.158,1.462,0.620
1.983,0.636,1.560
14.474,1.640,1.712
3.050,1.275,0.597
7.428,1.507,1.042
9.866,1.982,0.800
5.426,1.067,1.518
3.556,1.026,1.075
1.322,0.745,0.758
1.269,0.747,0.725
1.381,0.932,0.506
19.202,1.756,1.982
1.064,0.659,0.780
6.517,1.126,1.635
1.503,0.601,1.324
6.917,1.074,1.910
14.411,1.953,1.203
7.959,1.564,1.036
1.517,0.514,1.828
3.566,1.040,1.050
3.835,0.839,1.736
3.933,0.908,1.519
6.141,1.085,1.660
3.049,0.729,1.828
9.985,1.287,1.920
10.779,1.870,0.981
1.194,0.669,0.850
2.584,0.649,1.955
1.666,0.981,0.551
3.492,1.061,0.988
3.098,0.803,1.530
11.530,1.767,1.175
10.557,1.362,1.811
6.740,1.457,1.011
7.267,1.350,1.269
8.199,1.613,1.003
1.083,0.774,0.575
10.646,1.419,1.684
6.977,1.763,0.714
4.529,1.050,1.307
2.293,1.061,0.649
5.079,1.084,1.375
1.596,0.833,0.733
7.218,1.532,0.979
5.265,1.484,0.761
1.057,0.550,1.112
3.887,1.090,1.041
0.890,0.656,0.659
1.259,0.538,1.386
2.511,0.796,1.260
2.881,0.730,1.721
1.749,0.661,1.274
1.673,0.848,0.740
2.755,0.846,1.225
19.791,1.877,1.787
17.193,1.709,1.875
11.678,1.804,1.142
10.983,1.420,1.733
15.723,1.909,1.374
8.963,1.338,1.593
5.183,0.926,1.922
13.228,1.541,1.773
7.688,1.283,1.487
19.156,1.824,1.833
0.632,0.609,0.542
5.333,1.036,1.581
9.266,1.441,1.421
6.936,1.080,1.893
0.768,0.534,0.858
4.585,1.627,0.551
5.515,1.823,0.528
1.387,0.502,1.749
6.351,1.173,1.469
15.127,1.888,1.351
6.113,1.102,1.602
10.843,1.521,1.491
6.875,1.342,1.215
10.273,1.981,0.833
7.397,1.097,1.957
4.213,1.013,1.306
23.515,1.938,1.993
2.018,0.901,0.791
8.508,1.744,0.891
4.764,1.076,1.310
12.809,1.807,1.248
6.163,1.960,0.511
7.647,1.625,0.922
2.874,0.725,1.741
7.083,1.465,1.050
2.376,0.988,0.775
7.877,1.786,0.786
4.301,1.646,0.505
2.815,0.890,1.132
2.228,0.696,1.462
2.859,0.694,1.892
2.518,0.856,1.095
10.971,1.693,1.218
14.118,1.999,1.125
8.825,1.425,1.384
5.201,1.320,0.950
1.664,0.924,0.620
0.796,0.631,0.636
1.071,0.523,1.245
6.799,1.262,1.359
8.216,1.786,0.820
7.585,1.657,0.879
17.719,1.820,1.703
8.240,1.250,1.678
6.811,1.292,1.298
8.726,1.966,0.718
4.072,1.193,0.911
23.735,1.974,1.938
6.424,1.553,0.848
12.501,1.580,1.594
6.146,1.386,1.018
2.569,0.937,0.932
13.708,1.845,1.282
9.430,1.285,1.818
3.553,0.802,1.756
9.272,1.215,1.998
3.405,0.955,1.188
1.525,0.977,0.509
14.925,1.928,1.278
1.328,0.683,0.906
11.699,1.405,1.888
10.037,1.810,0.975
7.802,1.247,1.598
3.626,0.935,1.321
1.065,0.548,1.128
8.740,1.284,1.688
11.686,1.821,1.122
3.220,0.946,1.145
9.416,1.243,1.940
5.411,1.797,0.534
3.140,0.859,1.355
4.302,1.083,1.167
9.593,1.254,1.941
5.512,1.064,1.551
15.154,1.862,1.391
15.617,1.647,1.833
3.235,0.838,1.465
1.585,0.896,0.628
2.281,0.854,0.995
12.648,1.554,1.667
3.736,0.949,1.320
10.218,1.339,1.815
13.223,1.535,1.787
4.361,0.850,1.920
6.999,1.269,1.384
4.313,0.930,1.589
6.960,1.431,1.082
3.077,0.869,1.297
14.131,1.665,1.622
15.417,1.712,1.674
4.186,0.835,1.909
15.389,1.580,1.961
2.593,1.010,0.809
20.580,1.874,1.865
12.369,1.689,1.380
1.586,0.528,1.809
3.231,0.957,1.123
4.760,1.292,0.908
20.534,1.922,1.770
2.473,0.978,0.823
6.895,1.495,0.983
11.148,1.754,1.154
10.980,1.403,1.776
8.912,1.245,1.830
9.146,1.541,1.226
4.693,0.965,1.606
11.396,1.454,1.717
17.700,1.736,1.869
5.515,1.438,0.849
2.528,0.929,0.932
1.361,0.636,1.070
1.957,0.686,1.325
6.681,1.909,0.584
6.213,1.858,0.573
5.998,0.985,1.970
15.175,1.733,1.608
7.795,1.269,1.540
3.112,0.726,1.878
1.991,1.118,0.507
16.041,1.628,1.927
0.897,0.591,0.818
3.806,0.962,1.309
6.737,1.408,1.082
12.031,1.552,1.589
2.981,1.204,0.655
5.106,0.905,1.985
0.868,0.506,1.080
9.647,1.821,0.926
12.612,1.579,1.610
12.612,1.482,1.828
10.843,1.710,1.180
2.963,1.132,0.736
1.813,0.592,1.646
6.124,1.712,0.665
0.899,0.564,0.899
5.897,1.896,0.522
6.006,1.267,1.191
2.646,1.190,0.595
9.509,1.563,1.239
5.753,1.343,1.015
2.582,0.957,0.897
8.104,1.248,1.657
4.015,1.426,0.629
2.873,1.147,0.695
7.572,1.169,1.763
18.202,1.953,1.520
5.558,1.065,1.560
3.233,1.119,0.822
8.221,1.429,1.282
1.517,0.545,1.627
2.006,0.808,0.978
14.773,1.847,1.378
10.408,1.526,1.422
2.014,0.877,0.833
16.214,1.679,1.831
1.558,0.628,1.256
10.560,1.450,1.599
4.365,1.334,0.781
3.940,1.282,0.763
7.798,1.308,1.451
10.095,1.441,1.547
8.419,1.540,1.130
21.012,1.966,1.731
1.097,0.549,1.160
2.721,0.759,1.502
7.071,1.310,1.312
12.694,1.439,1.951
2.680,0.968,0.911
6.063,1.195,1.352
3.944,1.026,1.192
1.736,0.815,0.832
5.214,1.015,1.611
12.234,1.417,1.940
3.084,0.732,1.831
3.253,0.915,1.238
1.573,0.685,1.067
2.054,0.640,1.599
3.770,1.416,0.599
7.932,1.271,1.563
3.703,1.346,0.650
3.195,1.125,0.804
1.149,0.645,0.880
1.498,0.777,0.791
1.247,0.537,1.378
6.340,1.016,1.956
11.088,1.477,1.618
7.726,1.210,1.681
18.773,1.902,1.651
13.214,1.894,1.172
3.323,0.905,1.292
6.275,1.973,0.513
3.849,1.499,0.545
4.648,0.912,1.778
5.538,1.014,1.715
15.873,1.612,1.943
16.797,1.970,1.377
3.378,0.812,1.633
2.231,1.074,0.616
13.066,1.576,1.675
7.879,1.556,1.035
9.048,1.238,1.878
17.332,1.839,1.631
6.854,1.102,1.797
6.245,1.158,1.482
3.525,1.300,0.664
1.538,0.541,1.673
0.969,0.615,0.815
5.075,1.142,1.240
10.239,1.280,1.991
16.307,1.793,1.615
2.944,0.751,1.660
0.673,0.520,0.793
9.431,1.427,1.475
23.800,1.979,1.935
10.188,1.954,0.850
10.209,1.597,1.275
2.912,0.786,1.500
3.412,1.097,0.903
8.481,1.249,1.731
1.430,0.524,1.659
3.621,0.835,1.653
4.252,1.494,0.606
1.965,0.605,1.710
2.726,0.927,1.011
1.607,0.731,0.958
22.370,1.914,1.944
11.023,1.517,1.524
7.050,1.713,0.765
17.238,1.866,1.576
9.748,1.473,1.430
14.521,1.537,1.957
16.315,1.828,1.554
21.855,1.945,1.838
0.959,0.693,0.637
2.105,0.781,1.099
5.902,1.150,1.420
4.695,0.921,1.762
3.207,1.030,0.963
10.751,1.678,1.216
7.189,1.223,1.529
1.104,0.741,0.640
4.498,0.901,1.765
2.067,0.583,1.934
13.787,1.902,1.213
12.423,1.819,1.195
8.512,1.418,1.347
5.734,1.072,1.590
7.121,1.340,1.262
1.474,0.510,1.803
2.491,0.786,1.284
0.487,0.553,0.506
13.811,1.880,1.243
2.899,1.278,0.565
1.088,0.635,0.859
1.216,0.845,0.541
9.919,1.631,1.187
3.866,1.229,0.815
12.192,1.466,1.807
4.604,0.927,1.705
5.559,1.155,1.326
8.874,1.370,1.504
1.584,0.641,1.227
22.046,1.977,1.796
1.512,0.644,1.160
13.230,1.452,1.998
1.502,0.517,1.787
2.713,0.858,1.172
2.744,1.120,0.696
1.105,0.539,1.211
6.414,1.162,1.512
1.003,0.516,1.199
1.789,0.913,0.682
14.909,1.896,1.321
8.039,1.401,1.304
4.744,1.080,1.294
1.783,0.564,1.782
9.551,1.290,1.826
7.891,1.352,1.373
13.701,1.529,1.865
10.813,1.743,1.132
0.800,0.693,0.529
1.938,0.622,1.594
8.815,1.825,0.842
2.186,0.667,1.565
7.933,1.592,0.997
5.242,1.003,1.657
2.160,0.793,1.094
1.600,0.648,1.212
7.876,1.490,1.130
5.838,1.470,0.860
1.054,0.632,0.840
1.798,0.994,0.579
3.312,1.352,0.577
3.663,0.798,1.831
18.762,1.946,1.577
3.455,0.858,1.494
1.085,0.600,0.961
8.091,1.164,1.902
1.372,0.512,1.665
17.058,1.874,1.545
10.640,1.433,1.649
15.772,1.751,1.637
1.399,0.780,0.732
0.603,0.529,0.686
3.239,0.922,1.212
2.153,0.723,1.310
6.864,1.715,0.743
5.611,1.306,1.047
7.779,1.233,1.628
3.228,0.745,1.851
6.289,1.319,1.150
5.139,1.374,0.866
2.946,0.706,1.884
6.634,1.033,1.980
4.718,1.297,0.892
4.972,1.422,0.783
4.888,1.137,1.204
2.600,0.858,1.123
11.674,1.368,1.987
5.124,1.570,0.662
1.128,0.621,0.930
8.851,1.748,0.922
5.191,1.579,0.663
1.353,0.805,0.665
4.507,1.401,0.731
11.524,1.931,0.983
11.364,1.355,1.971
8.126,1.451,1.228
16.682,1.789,1.659
7.421,1.436,1.146
1.124,0.842,0.505
2.946,0.893,1.175
3.383,1.168,0.789
6.418,1.023,1.951
7.622,1.514,1.059
3.540,0.832,1.626
6.119,1.126,1.536
8.112,1.138,1.993
10.938,1.427,1.710
10.734,1.786,1.071
3.788,1.371,0.642
